movie_id,title,description,genre,review,actors,directors,release_date,original_language,vote_average,vote_count,source_dataset
709,Licence to Kill,James Bond and his American colleague Felix Leiter arrest the drug lord Sanchez who succeeds in escaping and takes revenge on Felix and his wife. Bond knows but just one thing: revenge.,Adventure + Action + Thriller,Average audience response; divisive movie with rating 5.9/10.,Timothy Dalton | Carey Lowell | Robert Davi | Talisa Soto | Anthony Zerbe,John Glen,07-07-1989,en,5.9,541,TMDB 5000 Movie Dataset
194,Amélie,"At a tiny Parisian café, the adorable yet painfully shy Amélie (Audrey Tautou) accidentally discovers a gift for helping others. Soon Amelie is spending her days as a matchmaker, guardian angel, and all-around do-gooder. But when she bumps into a handsome stranger, will she find the courage to become the star of her very own love story?","Comedy, Romance",Strong audience response; many viewers praise Amélie for story and performances. Rating: 7.8/10 (3310 votes).,"Audrey Tautou, Mathieu Kassovitz, Rufus, Jamel Debbouze, Claire Maurier",Jean-Pierre Jeunet,25-04-2001,fr,7.8,3310,TMDB 5000 Movie Dataset
27205,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.","Action, Thriller, Science Fiction, Mystery, Adventure",,"Leonardo DiCaprio, Joseph Gordon-Levitt, Ellen Page, Tom Hardy, Ken Watanabe",Christopher Nolan,"July 14, 2010",en,8.1,13752,TMDB 5000 Movie Dataset
13183,Watchmen,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.","Action, Mystery, Science Fiction","review: okay/good film, some issues; rating=7.0","Malin Åkerman, Billy Crudup, Carla Gugino, Jeffrey Dean Morgan, Patrick Wilson",Zack Snyder,05-03-2009,en,7,2811,TMDB 5000 Movie Dataset
153518,The Angry Birds Movie,"An island populated entirely by happy, flightless birds or almost entirely. In this paradise, Red, a bird with a temper problem, speedy Chuck, and the volatile Bomb have always been outsiders. But when the island is visited by mysterious green piggies, it’s up to these unlikely outcasts to figure out what the pigs are up to.","Family, Animation",Average audience response; divisive movie with rating 5.9/10.,"Jason Sudeikis, Josh Gad, Danny McBride, Maya Rudolph, Bill Hader","Fergal Reilly, Clay Kaytis",11-05-2016,en,5.9,1022,TMDB 5000 Movie Dataset
1934,Shakespeare in Love,"Young Shakespeare is forced to stage his latest comedy, ""Romeo and Ethel, the Pirate's Daughter,"" before it's even written. When a lovely noblewoman auditions for a role, they fall into forbidden love -- and his play finds a new life (and title). As their relationship progresses, Shakespeare's comedy soon transforms into tragedy.","Romance, History","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.8/10.","Joseph Fiennes, Gwyneth Paltrow, Geoffrey Rush, Tom Wilkinson, Judi Dench",John Madden,11-12-1998,en,6.8,796,TMDB 5000 Movie Dataset
9358,Final Destination 2,"When Kimberly has a violent premonition of a highway pileup she blocks the freeway, keeping a few others meant to die, safe...Or are they? The survivors mysteriously start dying and it's up to Kimberly to stop it before she's next.","Horror, Mystery",Average audience response; divisive movie with rating 5.9/10.,"Ali Larter, A.J. Cook, Michael Landes, Tony Todd, Keegan Connor Tracy",David R. Ellis,"January 31, 2003",en,5.9,1023,TMDB 5000 Movie Dataset
12133,Step Brothers,"Brennan Huff and Dale Doback might be grown men. But that doesn't stop them from living at home and turning into jealous, competitive stepbrothers when their single parents marry. Brennan's constant competition with Dale strains his mom's marriage to Dale's dad, leaving everyone to wonder whether they'll ever see eye to eye.",Comedy,"Decent watch; not perfect, but audience rating is around 6.5/10 from 1062 votes.","Will Ferrell, John C. Reilly, Mary Steenburgen, Richard Jenkins, Adam Scott",Adam McKay,25-07-2008,en,6.5,1062,TMDB 5000 Movie Dataset
134,"O Brother, Where Art Thou?","In the deep south during the 1930s, three escaped convicts search for hidden treasure while a relentless lawman pursues them. On their journey they come across many comical characters and incredible situations. Based upon Homer's 'Odyssey'.","Action, Adventure, Comedy","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.3/10.","George Clooney, John Turturro, Tim Blake Nelson, John Goodman, Holly Hunter",Joel Coen,30-08-2000,en,7.3,1112,TMDB 5000 Movie Dataset
10673,Wall Street,,"Crime, Drama","review: okay/good film, some issues; rating=7.0","Charlie Sheen, Michael Douglas, Martin Sheen, Daryl Hannah, John C. McGinley",Oliver Stone,10-12-1987,en,7,546,TMDB 5000 Movie Dataset
1571,  Live Free or Die Hard  ,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.","Action, Thriller","REVIEW: review: okay/good film, some issues; rating=6.4 <end>",not available,Len Wiseman,20-06-2007,en,6.4,2089,TMDB 5000 Movie Dataset
19,Metropolis,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.","Drama, Science Fiction","Generally loved by viewers -- memorable, engaging, and highly rated: 8.0/10.",Brigitte Helm;Alfred Abel;Gustav Fröhlich;Rudolf Klein-Rogge;Fritz Rasp,Fritz Lang,10-01-1927,de,8,657,TMDB 5000 Movie Dataset
210860,Mortdecai,"Art dealer, Charles Mortdecai, searches for a stolen painting rumored to contain a secret code that gains access to hidden Nazi gold.","Comedy, Adventure",Average audience response; divisive movie with rating 5.4/10.,N/A,David Koepp,21-01-2015,en,5.4,1055,TMDB 5000 Movie Dataset
862,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.","Animation, Comedy, Family","Generally loved by viewers -- memorable, engaging, and highly rated: 7.7/10.","Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn",John Lasseter,30-10-1995,en,7.7,5269,TMDB 5000 Movie Dataset
12163,The Wrestler,"Aging wrestler Randy ""The Ram"" Robinson is long past his prime but still ready and rarin' to go on the pro-wrestling circuit. After a particularly brutal beating, however, Randy hangs up his tights, pursues a serious relationship with a long-in-the-tooth stripper, and tries to reconnect with his estranged daughter. But he can't resist the lure of the ring and readies himself for a comeback.",Drama / Romance,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 7.3/10.","Mickey Rourke, Marisa Tomei, Evan Rachel Wood, Mark Margolis, Todd Barry",Darren Aronofsky,07-09-2008,en,7.3,1000,TMDB 5000 Movie Dataset
8195,RONIN,"A briefcase with undisclosed contents – sought by Irish terrorists and the Russian mob – makes its way into criminals' hands. An Irish liaison assembles a squad of mercenaries, or 'ronin', and gives them the thorny task of recovering the case.","Action, Thriller, Crime, Adventure","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.7/10.","Robert De Niro, Jean Reno, Natascha McElhone, Stellan Skarsgård, Sean Bean",John Frankenheimer,25-09-1998,en,6.7,658,TMDB 5000 Movie Dataset
2755,About Schmidt,"66-year-old Warren Schmidt is a retired insurance salesman and has no particular plans other than to drive around in the motor home his wife insisted they buy. He's not altogether bitter, but not happy either, as everything his wife does annoys him, and he disapproves of the man his daughter is about to marry. When his wife suddenly dies, he sets out to postpone the imminent marriage of his daughter to a man he doesn't like, while coping with discoveries about his late wife and himself in the process.","Drama, Comedy","REVIEW: Decent watch; not perfect, but audience rating is around 6.7/10 from 362 votes.  ","Jack Nicholson, Kathy Bates, Hope Davis, Dermot Mulroney, June Squibb",Alexander Payne,13-12-2002,en,6.7,362,TMDB 5000 Movie Dataset
663,Saw IV,"Jigsaw and his apprentice Amanda are dead. Now, upon the news of Detective Kerry's murder, two seasoned FBI profilers, Agent Strahm and Agent Perez, arrive in the terrified community to assist the veteran Detective Hoffman in sifting through Jigsaw's latest grisly remains and piecing together the puzzle. However, when SWAT Commander Rigg is abducted and thrust into a game, the last officer untouched by Jigsaw has but ninety minutes to overcome a series of demented traps and save an old friend...or face the deadly consequences.","Horror, Thriller, Crime",not bad not great; audience_score:5.9; votes:903 <end>,"Tobin Bell, Scott Patterson, Costas Mandylor, Betsy Russell, Lyriq Bent",Darren Lynn Bousman,25-10-2007,en,5.9,903,TMDB 5000 Movie Dataset
9408,Surf's Up,"Cody is a surfing penguin from Shiverpool who dreams of making it big and being like his idol Big Z. On his journey he discovers his talents are not all he thinks they are and he must learn to accept that their is more to surfing than fame and fortune.  Surf's Up is a 2007 American computer-animated mockumentary film produced by Sony Pictures Animation and distributed by Columbia Pictures and ImageWorks Studios. It stars the voices of Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder among others.","Animation, Comedy, Family",not bad not great; audience_score:5.9; votes:601,"Shia LaBeouf, Jeff Bridges, Zooey Deschanel, Jon Heder, James Woods","Ash Brannon, Chris Buck",08-06-2007,en,5.9,601,TMDB 5000 Movie Dataset
9919,How to Lose a Guy in 10 Days,"An advice columnist, Andie Anderson (Kate Hudson), tries pushing the boundaries of what she can write about in her new piece about how to get a man to leave you in 10 days. Her editor, Lana (Bebe Neuwirth), loves it, and Andie goes off to find a man she can use for the experiment. Enter executive Ben Berry (Matthew McConaughey), who is so confident in his romantic prowess that he thinks he can make any woman fall in love with him in 10 days. When Andie and Ben meet, their plans backfire.","Comedy, Romance","Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.3/10.","Kate Hudson,  Matthew McConaughey,  Kathryn Hahn,  Annie Parisse,  Adam Goldberg",Donald Petrie,07-02-2003,en,6.3,850,TMDB 5000 Movie Dataset
38810,Dogtooth,"Three teenagers are confined to an isolated country estate that could very well be on another planet. The trio spend their days listening to endless homemade tapes that teach them a whole new vocabulary. Any word that comes from beyond their family abode is instantly assigned a new meaning. Hence 'the sea' refers to a large armchair and 'zombies' are little yellow flowers. Having invented a brother whom they claim to have ostracized for his disobedience, the uber-controlling parents terrorize their offspring into submission.",Drama,"Mixed-to-positive audience reaction. Some viewers liked the pacing, others found parts uneven. Score 6.9/10.","Hristos Passalis, Angeliki Papoulia, Mary Tsoni, Christos Stergioglou, Michele Valley",,01-06-2009,el,6.9,332,TMDB 5000 Movie Dataset
90,Beverly Hills Cop,"Tough-talking Detroit cop Axel Foley heads to the rarified world of Beverly Hills in his beat-up Chevy Nova to investigate a friend's murder. But soon, he realizes he's stumbled onto something much more complicated. Bungling rookie detective Billy Rosewood joins the fish-out-of-water Axel and shows him the West Los Angeles ropes.","Action, Comedy, Crime","review: okay/good film, some issues; rating=6.8","Eddie Murphy, Judge Reinhold, John Ashton, Ronny Cox, Paul Reiser",Martin Brest,29-11-1984,en,6.8,961,TMDB 5000 Movie Dataset
